user_A,user_B,taste_similarity,label
1052,1319,0.17510178685188293,1
288,507,0.18090446293354034,1
1861,642,0.0,0
2028,1783,0.015016813762485981,0
585,1354,0.159624382853508,1
1240,1458,0.0,0
1027,1725,0.24054062366485596,1
936,2006,0.33970507979393005,1
390,1666,0.42946016788482666,1
399,518,0.3537731170654297,1
503,1179,0.23882396519184113,1
948,877,0.0,0
260,592,0.12495169043540955,1
521,1183,0.17260438203811646,1
1132,1813,0.4877350330352783,1
256,1528,0.3855149447917938,1
1882,534,0.0,0
579,836,0.0,0
798,409,0.0,0
1935,1232,0.0,0
1032,1092,0.0,0
1240,1495,0.18579483032226562,1
646,1559,0.22679446637630463,1
940,1711,0.14896026253700256,1
510,2069,0.13370800018310547,1
1991,1025,0.0,0
971,2027,0.1385774165391922,1
1741,1832,0.18698325753211975,1
1925,1193,0.0,0
260,730,0.11077028512954712,1
141,440,0.0,0
259,1013,0.13218656182289124,1
1253,1780,0.47107958793640137,1
878,824,0.0,0
629,1276,0.0,0
227,1113,0.22250346839427948,1
1603,162,0.0,0
1928,1896,0.018718985840678215,0
374,889,0.0,0
270,772,0.0,0
1786,1076,0.017581932246685028,0
717,1034,0.24523942172527313,1
493,1835,0.2995508909225464,1
1539,687,0.015617785975337029,0
236,852,0.24091315269470215,1
209,1962,0.0,0
1377,1857,0.14800411462783813,1
186,1070,0.22599105536937714,1
636,185,0.0,0
157,827,0.22498497366905212,1
884,2087,0.50921231508255,1
1283,1489,0.23068343102931976,1
298,1906,0.1198885589838028,1
1054,792,0.0,0
865,1174,0.5185127258300781,1
1534,1704,0.012975795194506645,0
910,1247,0.33625996112823486,1
2037,2088,0.24188068509101868,1
1332,1365,0.46583062410354614,1
390,481,0.26084527373313904,1
183,499,0.1940772384405136,1
343,1879,0.10393175482749939,1
1210,1900,0.2907625734806061,1
1186,2021,0.4700172245502472,1
134,1253,0.31237372756004333,1
1356,1611,0.0,0
150,690,0.3138626515865326,1
71,2014,0.01960870996117592,0
795,2018,0.31882616877555847,1
260,479,0.19027690589427948,1
1091,584,0.01874842867255211,0
1266,1919,0.0,0
950,1830,0.0,0
258,795,0.4468606412410736,1
1304,635,0.0,0
1890,1710,0.0,0
723,797,0.3930056095123291,1
855,1231,0.0,0
322,497,0.2993263602256775,1
572,795,0.45254433155059814,1
133,884,0.4847124516963959,1
513,1119,0.015633530914783478,0
2028,778,0.0,0
258,553,0.20943529903888702,1
1792,1839,0.29682469367980957,1
403,948,0.0,0
1800,1331,0.0,0
1036,501,0.0,0
1145,1813,0.39311689138412476,1
99,499,0.19090904295444489,1
585,1867,0.0,0
990,1470,0.22694189846515656,1
489,1921,0.0,0
938,1179,0.19934679567813873,1
378,486,0.19112083315849304,1
150,730,0.21007128059864044,1
569,1753,0.4519914984703064,1
1091,1748,0.19929726421833038,1
473,1516,0.14284980297088623,1
2005,1128,0.0,0
1820,1821,0.6324812769889832,1
691,1272,0.342551589012146,1
1010,1202,0.31483718752861023,1
1832,2009,0.4796539843082428,1
1004,875,0.0,0
179,778,0.3108488619327545,1
183,859,0.15210290253162384,1
565,782,0.0,0
162,749,0.15367139875888824,1
565,1541,0.2371404469013214,1
1038,1210,0.2732383906841278,1
1348,1496,0.0,0
334,508,0.0,0
964,963,0.01877002604305744,0
609,1478,0.2192043662071228,1
1579,930,0.0,0
1313,1731,0.0,0
1145,1451,0.3669279217720032,1
87,1632,0.1551261693239212,1
795,1033,0.3358477056026459,1
405,1972,0.0,0
335,1379,0.16502077877521515,1
479,738,0.0,0
399,1278,0.2535734474658966,1
307,794,0.0,0
1774,174,0.0,0
1559,1741,0.12984763085842133,1
1429,1989,0.0,0
2,39,0.017865613102912903,0
298,640,0.11090033501386642,1
474,1869,0.15308794379234314,1
691,723,0.372286856174469,1
360,953,0.0,0
1106,1572,0.40154412388801575,1
1027,1308,0.3657388389110565,1
1889,1062,0.017337970435619354,0
400,788,0.01726127788424492,0
1572,1728,0.0,0
145,2061,0.1451929807662964,1
256,1145,0.22858797013759613,1
621,1455,0.39533111453056335,1
1654,473,0.0,0
881,1450,0.18078504502773285,1
400,1189,0.49319982528686523,1
179,1308,0.3095369338989258,1
1719,1771,0.0,0
255,604,0.0,0
285,69,0.0,0
198,1479,0.11535860598087311,1
709,753,0.21637848019599915,1
601,665,0.016457464545965195,0
79,1503,0.19451294839382172,1
1484,1308,0.0,0
58,310,0.240265890955925,1
332,473,0.16176451742649078,1
62,266,0.25165390968322754,1
317,402,0.4392085373401642,1
1027,1689,0.016080547124147415,0
211,1496,0.2732866704463959,1
1808,1225,0.01500664558261633,0
675,930,0.1830238699913025,1
43,1503,0.22906285524368286,1
873,1308,0.5720241069793701,1
1308,1445,0.3303433358669281,1
2067,1101,0.0,0
128,788,0.10118535906076431,1
191,335,0.0,0
481,1572,0.2439514547586441,1
1278,687,0.0,0
207,1356,0.14368052780628204,1
1196,644,0.01582549326121807,0
415,2018,0.43033453822135925,1
762,1343,0.20290902256965637,1
1283,1292,0.2947603762149811,1
1600,1690,0.3559410870075226,1
1890,553,0.0,0
1434,1752,0.015499664470553398,0
390,2061,0.3026280105113983,1
40,621,0.0,0
997,29,0.0,0
898,1532,0.4468785524368286,1
1243,1283,0.0,0
677,476,0.01922762207686901,0
738,921,0.01790735498070717,0
476,1835,0.20494046807289124,1
1304,1410,0.33059775829315186,1
408,33,0.0,0
616,798,0.18291650712490082,1
59,265,0.1470843106508255,1
1068,1638,0.0,0
1263,1606,0.3017868995666504,1
852,859,0.1834149807691574,1
594,986,0.2895788550376892,1
1707,1689,0.019258853048086166,0
261,349,0.10193750262260437,1
1679,10,0.01988191157579422,0
251,916,0.0,0
1688,1451,0.016514437273144722,0
1068,1195,0.0,0
1898,2004,0.15374962985515594,1
58,1447,0.3437454104423523,1
1797,854,0.0,0
1039,1757,0.23398223519325256,1
972,520,0.0,0
1323,1707,0.0,0
1397,1869,0.0,0
787,946,0.1559353619813919,1
877,122,0.0,0
1166,1434,0.0,0
1069,1146,0.10820145905017853,1
1950,28,0.017881138250231743,0
327,1811,0.17514103651046753,1
2097,1222,0.0,0
1933,40,0.0,0
534,1835,0.2306889444589615,1
329,1233,0.22917021811008453,1
426,1524,0.017466604709625244,0
963,1616,0.1581902801990509,1
212,627,0.22893887758255005,1
21,1305,0.46161237359046936,1
376,1224,0.013478417880833149,0
281,967,0.0,0
2100,360,0.0,0
234,1533,0.01639292761683464,0
1010,1751,0.0,0
417,1963,0.3621958792209625,1
131,1697,0.20932868123054504,1
271,717,0.522175133228302,1
479,2000,0.29286643862724304,1
1323,782,0.0,0
1744,2076,0.0,0
531,1272,0.536514937877655,1
43,859,0.13307948410511017,1
49,133,0.12741389870643616,1
230,115,0.0,0
303,299,0.0,0
1848,735,0.0,0
569,1568,0.2638597786426544,1
1075,1573,0.10955522209405899,1
339,1820,0.5650345683097839,1
1768,1841,0.0,0
2044,593,0.0,0
1385,513,0.0,0
390,816,0.43452054262161255,1
46,318,0.29283520579338074,1
52,1438,0.0,0
136,1478,0.2940889298915863,1
1725,2061,0.2526971697807312,1
706,2060,0.17415285110473633,1
609,1457,0.2543257176876068,1
1040,1740,0.01750260591506958,0
694,664,0.0,0
1464,1267,0.0,0
355,2020,0.21116697788238525,1
815,1895,0.42683863639831543,1
298,1691,0.015920426696538925,0
473,2018,0.14999771118164062,1
162,1445,0.14139224588871002,1
352,730,0.3166435658931732,1
1977,1444,0.0,0
1128,215,0.0,0
256,350,0.43482163548469543,1
153,1248,0.0,0
2043,2085,0.0,0
646,723,0.44057175517082214,1
161,1114,0.01663789339363575,0
1579,71,0.0,0
236,815,0.30317041277885437,1
1726,2004,0.19590939581394196,1
1931,1135,0.0,0
1907,1951,0.0,0
1888,132,0.0,0
671,1294,0.14212815463542938,1
148,1836,0.0,0
1253,2068,0.12188693135976791,1
674,1071,0.31671974062919617,1
708,1848,0.0,0
946,832,0.0,0
266,662,0.14535298943519592,1
504,798,0.0,0
217,1658,0.0,0
1697,13,0.0,0
545,1466,0.13939297199249268,1
1671,1327,0.0,0
225,1654,0.0,0
2068,456,0.01825783960521221,0
80,225,0.135912224650383,1
1028,1249,0.0,0
1827,3,0.0,0
1334,206,0.0,0
1897,1432,0.0,0
954,1918,0.0,0
208,1287,0.2283729463815689,1
932,178,0.0,0
1067,1872,0.0,0
233,409,0.2494463473558426,1
499,575,0.16282634437084198,1
232,479,0.5238099694252014,1
1385,444,0.0,0
1855,136,0.0,0
940,226,0.0,0
561,1002,0.16649578511714935,1
510,1270,0.0,0
1516,1801,0.0,0
1224,1614,0.0,0
1084,404,0.0,0
1167,698,0.0,0
1524,163,0.0,0
858,738,0.0,0
1503,1818,0.11977441608905792,1
258,911,0.3896133005619049,1
414,1742,0.40251070261001587,1
1046,817,0.015226255171000957,0
518,1560,0.39334356784820557,1
1224,1664,0.0,0
810,1551,0.0,0
1364,468,0.0,0
280,1104,0.10590631514787674,1
1332,1600,0.37353944778442383,1
1830,1002,0.017107753083109856,0
1049,1332,0.0,0
730,1365,0.37505170702934265,1
227,354,0.40732303261756897,1
1075,1261,0.24440552294254303,1
334,1809,0.2099115550518036,1
258,1189,0.4771324396133423,1
903,292,0.016052883118391037,0
609,1687,0.2563273012638092,1
271,1132,0.5066238641738892,1
1762,710,0.0,0
1720,949,0.0,0
451,1780,0.495404452085495,1
385,1780,0.4633374810218811,1
525,1281,0.14631828665733337,1
1720,333,0.0,0
263,1707,0.016567116603255272,0
572,703,0.4456055462360382,1
1488,1868,0.11835731565952301,1
48,732,0.20188800990581512,1
396,762,0.13435207307338715,1
1017,1300,0.34528154134750366,1
1089,727,0.01696266606450081,0
1437,1607,0.25752830505371094,1
406,1803,0.0,0
1625,306,0.0,0
1488,2,0.0,0
39,144,0.0,0
1433,1315,0.0,0
2006,437,0.0,0
1038,1237,0.0,0
390,480,0.0,0
183,1343,0.16085048019886017,1
1230,1646,0.0,0
1861,191,0.01761743053793907,0
2091,454,0.0,0
1173,2097,0.1560043841600418,1
808,1104,0.12925668060779572,1
46,406,0.0,0
405,1253,0.28851810097694397,1
819,1894,0.4175075888633728,1
1457,1811,0.20472507178783417,1
1266,1517,0.0,0
1646,1773,0.17728833854198456,1
1382,1490,0.0,0
1731,612,0.0,0
1637,1643,0.016235150396823883,0
1955,2068,0.0,0
942,1780,0.2708832621574402,1
662,979,0.0,0
442,932,0.19224272668361664,1
232,1476,0.1779755800962448,1
409,1568,0.1903291791677475,1
1611,1539,0.0,0
1726,1838,0.1600215882062912,1
411,704,0.42069748044013977,1
232,690,0.3759385645389557,1
1511,1636,0.35822924971580505,1
1174,1520,0.01649034023284912,0
789,1302,0.0,0
310,390,0.4029761552810669,1
185,1956,0.15544331073760986,1
734,1572,0.0,0
1444,991,0.016034532338380814,0
713,1109,0.5122220516204834,1
824,495,0.0,0
1912,616,0.0,0
96,931,0.0,0
1908,2068,0.105314239859581,1
636,730,0.24651607871055603,1
730,1653,0.11409347504377365,1
1157,1373,0.018606659024953842,0
1037,1224,0.6717416048049927,1
615,1233,0.0,0
1717,410,0.018102621659636497,0
1106,1759,0.0,0
232,1961,0.21322521567344666,1
254,310,0.0,0
1555,1799,0.36306309700012207,1
355,1917,0.1685970574617386,1
682,699,0.0,0
675,905,0.29141318798065186,1
859,911,0.23367168009281158,1
910,1278,0.18383562564849854,1
1818,321,0.0,0
749,1766,0.3733436167240143,1
1938,1680,0.0,0
434,1123,0.0,0
54,931,0.0,0
356,550,0.0,0
405,793,0.32394716143608093,1
621,938,0.31152236461639404,1
46,1296,0.0,0
1588,602,0.0,0
545,1263,0.10332269221544266,1
215,432,0.0,0
115,959,0.0,0
1486,1128,0.0,0
1199,526,0.0,0
1189,1459,0.0,0
398,258,0.0,0
571,1717,0.4042770266532898,1
1136,1773,0.22030183672904968,1
1111,420,0.0,0
144,611,0.0,0
1888,997,0.0,0
1174,663,0.0,0
1027,2020,0.15989182889461517,1
59,2025,0.14636769890785217,1
310,2037,0.3168479800224304,1
450,547,0.2036549299955368,1
179,1562,0.2556229829788208,1
405,1616,0.2967548668384552,1
837,981,0.018233370035886765,0
1611,1271,0.0,0
107,1530,0.21009188890457153,1
1302,2025,0.0,0
224,686,0.20371553301811218,1
1702,57,0.0,0
352,1628,0.3789358139038086,1
235,377,0.3633483648300171,1
870,1230,0.0,0
659,1132,0.25579962134361267,1
107,711,0.16233471035957336,1
1315,308,0.0,0
930,941,0.13046202063560486,1
1705,2008,0.19814759492874146,1
1840,1565,0.015356549993157387,0
479,757,0.6270738244056702,1
58,1616,0.20619092881679535,1
1008,1936,0.0,0
318,638,0.3300701975822449,1
910,1233,0.24095486104488373,1
1183,1605,0.017145127058029175,0
231,1780,0.49212801456451416,1
772,1671,0.22998370230197906,1
1423,284,0.0,0
148,267,0.0,0
800,262,0.015908973291516304,0
527,852,0.31558120250701904,1
238,548,0.016100414097309113,0
1464,1737,0.2968364953994751,1
236,730,0.2874297797679901,1
339,1457,0.5677556395530701,1
561,975,0.0,0
1839,253,0.0,0
1051,570,0.0,0
232,1828,0.3869951069355011,1
260,481,0.11539753526449203,1
1008,1596,0.0,0
99,859,0.20443414151668549,1
297,526,0.0,0
390,400,0.46905839443206787,1
1934,982,0.0,0
253,1445,0.19548270106315613,1
1144,1914,0.1592988669872284,1
620,855,0.0,0
1675,127,0.0,0
1868,565,0.0,0
763,1670,0.14771701395511627,1
1192,1517,0.017776450142264366,0
848,1862,0.01795106753706932,0
701,778,0.3364141881465912,1
164,569,0.01567240245640278,0
1046,1197,0.3962530493736267,1
361,1069,0.3925231993198395,1
465,1701,0.014662085101008415,0
876,1998,0.019078891724348068,0
1230,1294,0.0,0
286,608,0.0,0
1332,1535,0.15300655364990234,1
815,1389,0.016388829797506332,0
1478,1590,0.24716444313526154,1
930,1304,0.35616353154182434,1
413,1560,0.28381702303886414,1
144,1300,0.41410622000694275,1
1873,869,0.0,0
1283,1963,0.3611883819103241,1
413,1342,0.0,0
106,1813,0.0,0
317,1554,0.3166056275367737,1
890,1586,0.3437346816062927,1
310,1699,0.22547544538974762,1
659,1071,0.26121360063552856,1
942,920,0.0,0
22,1892,0.0,0
514,534,0.21132336556911469,1
912,411,0.0,0
31,218,0.13532167673110962,1
1290,214,0.0,0
1687,1914,0.0,0
1173,1244,0.13330389559268951,1
1184,1895,0.4075767695903778,1
1380,1804,0.3156610429286957,1
75,106,0.014786087907850742,0
1701,1881,0.016082823276519775,0
54,1335,0.0,0
1016,424,0.0,0
126,972,0.0,0
356,618,0.0,0
233,315,0.24562980234622955,1
358,1544,0.0,0
1684,950,0.0,0
686,2080,0.20280461013317108,1
1086,708,0.0,0
46,497,0.5260496139526367,1
250,1369,0.0,0
1725,1752,0.018022717908024788,0
232,1311,0.3609676957130432,1
540,268,0.0,0
1272,2018,0.34199151396751404,1
1240,433,0.0,0
1232,1858,0.0,0
1963,191,0.0,0
759,1262,0.0,0
456,559,0.0,0
127,432,0.10035520046949387,1
1294,1690,0.26377424597740173,1
318,1478,0.24450938403606415,1
1002,1780,0.240082249045372,1
127,308,0.2554543614387512,1
514,732,0.24826957285404205,1
1825,376,0.0,0
214,518,0.4063701033592224,1
598,647,0.0,0
47,1719,0.0,0
649,2016,0.0,0
163,175,0.5562945008277893,1
341,1754,0.0,0
1809,1307,0.0,0
1345,1554,0.11341118067502975,1
702,1034,0.28611332178115845,1
684,713,0.5062173008918762,1
25,1113,0.20380210876464844,1
162,1728,0.01572640798985958,0
390,1757,0.27512502670288086,1
604,1540,0.2208334505558014,1
1983,950,0.0,0
451,1171,0.20121608674526215,1
1635,372,0.01503747422248125,0
68,339,0.5566750168800354,1
244,900,0.017915869131684303,0
1215,205,0.0,0
366,593,0.0,0
185,353,0.0,0
120,1356,0.3145436644554138,1
263,106,0.0,0
351,1568,0.21215024590492249,1
823,94,0.019085826352238655,0
1401,1977,0.0,0
1224,2040,0.0,0
236,1917,0.21147087216377258,1
333,1221,0.0,0
1226,1423,0.19876697659492493,1
1791,1727,0.0,0
1259,1097,0.017352737486362457,0
598,632,0.31200602650642395,1
708,1165,0.0,0
632,1102,0.2730417251586914,1
572,1080,0.39937976002693176,1
1633,1978,0.0,0
878,623,0.0,0
129,503,0.37474364042282104,1
830,1072,0.3868705928325653,1
1364,24,0.0,0
1184,2021,0.327705442905426,1
589,560,0.0,0
231,390,0.5079362988471985,1
617,747,0.0,0
58,385,0.4339664578437805,1
179,1771,0.313363254070282,1
111,206,0.17791862785816193,1
214,421,0.43686383962631226,1
714,1593,0.0,0
884,1895,0.4532638490200043,1
753,835,0.3792409300804138,1
306,371,0.1976720690727234,1
802,438,0.0,0
512,2036,0.01830628514289856,0
620,2016,0.0,0
1112,2052,0.0,0
1322,907,0.014393583871424198,0
684,1053,0.434509813785553,1
399,400,0.4948754608631134,1
1281,695,0.013850671239197254,0
1213,1777,0.5800752639770508,1
1816,234,0.017560748383402824,0
921,1990,0.10383094847202301,1
1166,1013,0.0,0
48,1648,0.3300510346889496,1
303,1258,0.13144290447235107,1
145,223,0.3742739260196686,1
307,16,0.0,0
2079,694,0.0,0
327,1659,0.2314324527978897,1
330,419,0.17383252084255219,1
579,686,0.0,0
2042,354,0.016401920467615128,0
642,887,0.01685488224029541,0
145,1917,0.15519849956035614,1
700,1567,0.10832898318767548,1
913,987,0.018232574686408043,0
208,949,0.0,0
473,660,0.0,0
688,1120,0.17247791588306427,1
671,562,0.0,0
400,590,0.3789653480052948,1
706,1296,0.21617627143859863,1
1365,1803,0.1425449550151825,1
1088,1160,0.3278946280479431,1
54,1842,0.0,0
1160,1811,0.0,0
1737,1022,0.0,0
240,527,0.24722589552402496,1
1172,367,0.015087769366800785,0
673,1644,0.019354350864887238,0
306,1173,0.13190437853336334,1
1752,314,0.0,0
1171,406,0.01664075069129467,0
593,1478,0.2353566288948059,1
313,519,0.19122490286827087,1
361,638,0.5330827236175537,1
438,719,0.0,0
450,1381,0.0,0
1107,1734,0.21115221083164215,1
1999,1367,0.019872307777404785,0
1151,1821,0.0,0
17,1917,0.17440493404865265,1
1592,20,0.0,0
795,1124,0.3891049325466156,1
393,1503,0.13264282047748566,1
749,1046,0.4905032217502594,1
248,2068,0.11651486903429031,1
278,1085,0.0,0
451,1898,0.3080955147743225,1
1787,2087,0.0,0
362,870,0.47320181131362915,1
46,1413,0.6001752614974976,1
1483,579,0.0,0
1804,810,0.012501241639256477,0
571,1445,0.29965534806251526,1
114,835,0.44608962535858154,1
1398,88,0.0,0
32,1486,0.39030900597572327,1
778,1136,0.2966652810573578,1
96,1695,0.0,0
79,723,0.34126731753349304,1
1372,1947,0.1935267150402069,1
400,1253,0.44353047013282776,1
930,946,0.10401660203933716,1
759,1478,0.11994007974863052,1
1731,227,0.0,0
1803,1527,0.0,0
966,1184,0.4009464979171753,1
132,690,0.5295448303222656,1
1171,662,0.0,0
370,1311,0.017954234033823013,0
1869,2058,0.20187298953533173,1
289,646,0.14057770371437073,1
1136,1690,0.46155279874801636,1
536,1113,0.16699393093585968,1
1283,1666,0.48357367515563965,1
451,1278,0.3977530300617218,1
1069,1008,0.0,0
996,2081,0.0,0
609,1503,0.14925380051136017,1
143,754,0.10709198564291,1
1440,291,0.013577098026871681,0
499,1173,0.1046278327703476,1
569,717,0.4344741404056549,1
322,2065,0.25299158692359924,1
853,1807,0.0,0
877,1531,0.19930914044380188,1
1222,219,0.016817517578601837,0
1247,1648,0.375834584236145,1
1761,1896,0.0,0
187,942,0.0,0
129,527,0.3836718499660492,1
768,1369,0.303779661655426,1
329,1590,0.3976263701915741,1
146,1135,0.39796388149261475,1
183,211,0.17093457281589508,1
183,520,0.1340845674276352,1
1652,1684,0.4013602137565613,1
1295,1390,0.33401384949684143,1
486,723,0.5646830201148987,1
1559,1568,0.18049395084381104,1
534,1503,0.198638454079628,1
1120,710,0.015340502373874187,0
800,986,0.12921829521656036,1
860,1740,0.019904837012290955,0
870,60,0.0,0
1299,2096,0.017046673223376274,0
1153,1386,0.0,0
78,1740,0.12120268493890762,1
280,1813,0.23243050277233124,1
1508,1815,0.19514647126197815,1
15,1879,0.10850474238395691,1
444,609,0.0,0
1325,1588,0.0,0
838,1287,0.0,0
275,1427,0.3375520706176758,1
87,156,0.015837635844945908,0
1516,1340,0.0,0
503,795,0.4040868878364563,1
1102,1186,0.2726480960845947,1
343,998,0.014928462915122509,0
1754,761,0.0,0
852,1765,0.24503153562545776,1
415,481,0.41998806595802307,1
618,1622,0.0,0
1033,2024,0.0,0
350,1944,0.0,0
1926,1664,0.0,0
83,1938,0.016526920720934868,0
413,985,0.42380213737487793,1
532,964,0.2632443606853485,1
714,1125,0.10732252895832062,1
709,1795,0.0,0
319,274,0.0,0
1014,1033,0.23668301105499268,1
1371,1395,0.0,0
1144,77,0.0,0
890,1396,0.3427170515060425,1
713,1184,0.387017160654068,1
1696,142,0.014157130382955074,0
1640,1964,0.0,0
1933,1984,0.0,0
297,151,0.0,0
1688,1832,0.22690246999263763,1
899,1323,0.1714635044336319,1
335,1861,0.0,0
877,1586,0.26145270466804504,1
609,778,0.2746412456035614,1
1339,1483,0.12716218829154968,1
2095,1782,0.0,0
124,1225,0.27174118161201477,1
1036,1891,0.0,0
742,860,0.0,0
930,1452,0.22471868991851807,1
1540,1289,0.0,0
1568,1659,0.22387078404426575,1
502,1976,0.0,0
104,1891,0.0,0
1294,1346,0.1353125125169754,1
350,1760,0.01766824908554554,0
851,1034,0.179342582821846,1
202,502,0.0,0
1515,1593,0.11149100214242935,1
1284,200,0.017930226400494576,0
1335,77,0.0,0
1312,159,0.0,0
1501,1671,0.0,0
1279,1893,0.0,0
1852,441,0.0,0
1731,2075,0.0,0
355,816,0.2296903282403946,1
291,1369,0.43457067012786865,1
332,1973,0.32189053297042847,1
334,1831,0.2611778676509857,1
854,1796,0.0,0
589,1851,0.486110657453537,1
15,208,0.0,0
258,1356,0.5729935169219971,1
1568,1811,0.2928158938884735,1
873,818,0.01606306992471218,0
688,1773,0.16073623299598694,1
911,2000,0.2506217062473297,1
244,1834,0.008675685152411461,0
451,1020,0.3769683539867401,1
8,124,0.0,0
2055,507,0.0,0
852,1600,0.37947434186935425,1
646,1023,0.34747573733329773,1
1459,963,0.0,0
1432,7,0.0,0
529,1497,0.15170983970165253,1
674,1648,0.223203644156456,1
617,517,0.0,0
36,525,0.49275779724121094,1
455,1407,0.019253354519605637,0
527,1856,0.19542957842350006,1
569,1965,0.340815007686615,1
1133,1179,0.10668150335550308,1
1011,1476,0.17386838793754578,1
1499,109,0.0,0
810,520,0.0,0
1765,1893,0.0,0
399,1887,0.0,0
1469,1150,0.014959240332245827,0
596,1165,0.12291574478149414,1
641,673,0.01954440213739872,0
1188,666,0.0184358898550272,0
314,1235,0.0,0
1893,760,0.0,0
136,229,0.27692899107933044,1
1858,1626,0.01707860454916954,0
531,2054,0.5548522472381592,1
1145,1880,0.31677350401878357,1
1572,1666,0.5226961374282837,1
310,646,0.404145747423172,1
266,453,0.22583644092082977,1
906,658,0.0,0
513,410,0.0,0
339,1106,0.46723854541778564,1
125,730,0.19955629110336304,1
76,1007,0.0,0
310,2004,0.11136286705732346,1
1657,296,0.0,0
1806,1885,0.1157083809375763,1
1187,2068,0.0,0
553,1594,0.0,0
478,43,0.01961056888103485,0
767,1255,0.10630061477422714,1
636,1135,0.3302939236164093,1
1383,1037,0.0149457436054945,0
823,1381,0.0,0
87,2046,0.0,0
1438,1952,0.2975226640701294,1
572,1226,0.2952268123626709,1
691,1722,0.2291126400232315,1
1288,1444,0.0,0
1556,112,0.0,0
862,1300,0.3040962815284729,1
1898,2080,0.0,0
1832,1408,0.0,0
308,728,0.0,0
804,1017,0.32099980115890503,1
1022,582,0.0,0
499,1496,0.18501615524291992,1
1851,946,0.0,0
1680,203,0.0,0
431,1804,0.3028523027896881,1
173,1284,0.01633257418870926,0
2094,84,0.0,0
1350,1805,0.11204072833061218,1
540,1782,0.0,0
593,1959,0.31303536891937256,1
360,1672,0.0,0
155,211,0.0,0
337,1034,0.0,0
458,1368,0.29685214161872864,1
851,1455,0.5063830614089966,1
291,399,0.26621440052986145,1
468,1527,0.0,0
139,76,0.0,0
12,1145,0.13846828043460846,1
374,1202,0.15807242691516876,1
638,1069,0.3285905122756958,1
1013,1337,0.0,0
1854,1022,0.0,0
142,1883,0.16785070300102234,1
960,1557,0.0,0
7,1554,0.0,0
540,761,0.21905852854251862,1
1161,869,0.0,0
572,1004,0.011750255711376667,0
270,1909,0.0,0
2090,1154,0.0,0
404,1473,0.0,0
517,603,0.018332887440919876,0
258,1466,0.4472912847995758,1
8,1746,0.0,0
2066,229,0.013275685720145702,0
685,266,0.0,0
589,1365,0.34410881996154785,1
2067,693,0.0,0
930,1161,0.11062376946210861,1
928,2006,0.3297426700592041,1
407,1930,0.0,0
318,757,0.333896279335022,1
1238,1069,0.0,0
1435,1293,0.016786303371191025,0
419,723,0.293297678232193,1
1973,2087,0.4374711513519287,1
264,428,0.22632838785648346,1
1281,1488,0.12408603727817535,1
502,382,0.0,0
1046,1300,0.43838629126548767,1
1196,371,0.012945719994604588,0
553,809,0.2511069178581238,1
216,1163,0.14755070209503174,1
981,310,0.0,0
230,2017,0.0,0
